ident,type,name,municipality,iso_country,iso_region,iata_code,elevation_ft,lat,lon
CYCN,medium_airport,Cochrane Airport,Cochrane,CA,CA-ON,YCN,861,49.1056,-81.0136
CYCO,small_airport,Kugluktuk Airport,Kugluktuk,CA,CA-NU,YCO,74,67.8164,-115.1431
CYCP,medium_airport,Blue River Airport,Blue River,CA,CA-BC,,2240,52.1167,-119.2830
CYCQ,medium_airport,Chetwynd Airport,Chetwynd,CA,CA-BC,YCQ,2000,55.6872,-121.6270
CYCR,small_airport,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA,CA-MB,YCR,709,54.6098,-97.7624
CYCS,small_airport,Chesterfield Inlet Airport,Chesterfield Inlet,CA,CA-NU,YCS,32,63.3469,-90.7311
CYCT,small_airport,Coronation Airport,Coronation,CA,CA-AB,YCT,2595,52.0750,-111.4450
CYCW,small_airport,Chilliwack Airport,Chilliwack,CA,CA-BC,YCW,32,49.1532,-121.9393
CYCX,heliport,CFB Gagetown Heliport,Oromocto,CA,CA-NB,,166,45.8378,-66.4367
CYCY,small_airport,Clyde River Airport,Clyde River,CA,CA-NU,YCY,87,70.4861,-68.5167
CYCZ,small_airport,Fairmont Hot Springs Airport,Fairmont Hot Springs,CA,CA-BC,YCZ,2661,50.3311,-115.8737
CYDA,medium_airport,Dawson City Airport,Dawson City,CA,CA-YT,YDA,1215,64.0431,-139.1280
CYDB,medium_airport,Burwash Airport,Burwash Landing,CA,CA-YT,YDB,2647,61.3711,-139.0410
CYDC,small_airport,Princeton Airport,Town of Princeton,CA,CA-BC,,2298,49.4681,-120.5110
CYDF,medium_airport,Deer Lake Airport,Deer Lake,CA,CA-NL,YDF,72,49.2108,-57.3914
CYDH,heliport,Ottawa / Dwyer Hill Heliport,Ottawa,CA,CA-ON,,325,45.1306,-75.9483
CYDL,small_airport,Dease Lake Airport,Dease Lake,CA,CA-BC,YDL,2600,58.4222,-130.0320
CYDM,medium_airport,Ross River Airport,Ross River,CA,CA-YT,XRR,2314,61.9706,-132.4230
CYDN,medium_airport,Dauphin Barker Airport,Dauphin,CA,CA-MB,YDN,999,51.1008,-100.0520
CYDO,medium_airport,Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,CA,CA-QC,YDO,372,48.7785,-72.3750
CYDP,small_airport,Nain Airport,Nain,CA,CA-NL,YDP,22,56.5508,-61.6822
CYDQ,medium_airport,Dawson Creek Airport,Dawson Creek,CA,CA-BC,YDQ,2148,55.7412,-120.1833
CYEA,small_airport,Empress Airport,Empress,CA,CA-AB,,2211,50.9333,-110.0130
CYED,heliport,Edmonton (CFB Namao) Heliport,Edmonton,CA,CA-AB,,2257,53.6679,-113.4725
CYEE,medium_airport,Huronia Airport,Midland,CA,CA-ON,,770,44.6833,-79.9283
CYEG,large_airport,Edmonton International Airport,Edmonton,CA,CA-AB,YEG,2373,53.3097,-113.5800
CYEK,small_airport,Arviat Airport,Arviat,CA,CA-NU,YEK,32,61.0942,-94.0708
CYEL,medium_airport,Elliot Lake Municipal Airport,Elliot Lake,CA,CA-ON,YEL,1087,46.3514,-82.5614
CYEM,medium_airport,Manitoulin East Municipal Airport,Sheguiandah,CA,CA-ON,YEM,869,45.8424,-81.8576
CYEN,medium_airport,Estevan Airport,Estevan,CA,CA-SK,YEN,1905,49.2103,-102.9660
CYER,small_airport,Fort Severn Airport,Fort Severn,CA,CA-ON,YER,48,56.0189,-87.6761
CYES,small_airport,Edmundston Airport,Edmundston,CA,CA-NB,,490,47.4872,-68.4777
CYET,medium_airport,Edson Airport,Edson,CA,CA-AB,YET,3043,53.5789,-116.4650
CYEU,small_airport,Eureka Airport,Eureka,CA,CA-NU,YEU,256,79.9947,-85.8142
CYEV,medium_airport,Inuvik Mike Zubko Airport,Inuvik,CA,CA-NT,YEV,224,68.3042,-133.4830
CYEY,medium_airport,Amos/Magny Airport,Amos,CA,CA-QC,YEY,1068,48.5639,-78.2497
CYFA,small_airport,Fort Albany Airport,Fort Albany,CA,CA-ON,YFA,48,52.2035,-81.6952
CYFB,medium_airport,Iqaluit Airport,Iqaluit,CA,CA-NU,YFB,110,63.7564,-68.5558
CYFC,medium_airport,Fredericton Airport,Fredericton,CA,CA-NB,YFC,68,45.8689,-66.5372
CYFD,small_airport,Brantford Municipal Airport,Brantford,CA,CA-ON,,815,43.1314,-80.3425
CYFE,medium_airport,Forestville Airport,Forestville,CA,CA-QC,YFE,293,48.7461,-69.0972
CYFH,small_airport,Fort Hope Airport,Fort Hope,CA,CA-ON,YFH,899,51.5619,-87.9078
CYFJ,medium_airport,Mont-Tremblant International Airport,La Macaza,CA,CA-QC,YTM,827,46.4094,-74.7800
CYFO,small_airport,Flin Flon Airport,Flin Flon,CA,CA-MB,YFO,997,54.6781,-101.6820
CYFR,medium_airport,Fort Resolution Airport,Fort Resolution,CA,CA-NT,YFR,526,61.1808,-113.6900
CYFS,medium_airport,Fort Simpson Airport,Fort Simpson,CA,CA-NT,YFS,555,61.7602,-121.2370
CYFT,small_airport,Makkovik Airport,Makkovik,CA,CA-NL,YMN,234,55.0773,-59.1879
CYGB,small_airport,Texada Gillies Bay Airport,Texada,CA,CA-BC,YGB,326,49.6943,-124.5181
CYGD,medium_airport,Goderich Airport,Goderich,CA,CA-ON,,712,43.7669,-81.7106
CYGE,medium_airport,Golden Airport,Golden,CA,CA-BC,,2575,51.2992,-116.9820
CYGH,small_airport,Fort Good Hope Airport,Fort Good Hope,CA,CA-NT,YGH,268,66.2407,-128.6478
CYGK,medium_airport,Kingston Norman Rogers Airport,Kingston,CA,CA-ON,YGK,305,44.2253,-76.5969
CYGL,medium_airport,La Grande Rivière Airport,La Grande Rivière,CA,CA-QC,YGL,639,53.6253,-77.7042
CYGM,medium_airport,Gimli Industrial Park Airport,Gimli,CA,CA-MB,YGM,753,50.6281,-97.0433
CYGO,small_airport,Gods Lake Narrows Airport,Gods Lake Narrows,CA,CA-MB,YGO,617,54.5577,-94.4901
CYGP,medium_airport,Michel-Pouliot Gaspé Airport,Gaspé,CA,CA-QC,YGP,112,48.7749,-64.4819
CYGQ,medium_airport,Geraldton Greenstone Regional Airport,Geraldton,CA,CA-ON,YGQ,1144,49.7783,-86.9394
CYGR,medium_airport,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,CA-QC,YGR,35,47.4252,-61.7786
CYGT,small_airport,Igloolik Airport,Igloolik,CA,CA-NU,YGT,174,69.3647,-81.8161
CYGV,medium_airport,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,CA-QC,YGV,124,50.2819,-63.6114
CYGW,medium_airport,Kuujjuarapik Airport,Kuujjuarapik,CA,CA-QC,YGW,34,55.2819,-77.7653
CYGX,small_airport,Gillam Airport,Gillam,CA,CA-MB,YGX,476,56.3571,-94.7115
CYGZ,small_airport,Grise Fiord Airport,Grise Fiord,CA,CA-NU,YGZ,146,76.4258,-82.9086
CYHA,small_airport,Quaqtaq Airport,Quaqtaq,CA,CA-QC,YQC,103,61.0464,-69.6178
CYHB,small_airport,Hudson Bay Airport,Hudson Bay,CA,CA-SK,YHB,1175,52.8167,-102.3110
CYHC,seaplane_base,Vancouver Harbour Water Aerodrome,Vancouver,CA,CA-BC,CXH,,49.2913,-123.1172
CYHD,medium_airport,Dryden Regional Airport,Dryden,CA,CA-ON,YHD,1354,49.8317,-92.7442
CYHE,small_airport,Hope Airport / FVRD Regional Airpark,Hope,CA,CA-BC,YHE,128,49.3689,-121.4950
CYHF,medium_airport,Hearst René Fontaine Municipal Airport,Hearst,CA,CA-ON,YHF,827,49.7142,-83.6861
CYHH,small_airport,Nemiscau Airport,Nemiscau,CA,CA-QC,YNS,802,51.6911,-76.1356
CYHI,small_airport,Ulukhaktok Holman Airport,Ulukhaktok,CA,CA-NT,YHI,117,70.7628,-117.8060
CYHK,small_airport,Gjoa Haven Airport,Gjoa Haven,CA,CA-NU,YHK,152,68.6356,-95.8497
CYHM,medium_airport,John C. Munro Hamilton International Airport,Hamilton,CA,CA-ON,YHM,780,43.1736,-79.9350
CYHN,medium_airport,Hornepayne Municipal Airport,Hornepayne,CA,CA-ON,YHN,1099,49.1931,-84.7589
CYHO,small_airport,Hopedale Airport,Hopedale,CA,CA-NL,YHO,39,55.4488,-60.2281
CYHP,small_airport,Poplar Hill Airport,Poplar Hill,CA,CA-ON,YHP,1095,52.1133,-94.2556
CYHR,small_airport,Chevery Airport,Chevery,CA,CA-QC,YHR,39,50.4683,-59.6378
CYHS,small_airport,Hanover / Saugeen Municipal Airport,Hanover,CA,CA-ON,,939,44.1583,-81.0628
CYHT,medium_airport,Haines Junction Airport,Haines Junction,CA,CA-YT,YHT,2150,60.7892,-137.5460
CYHU,medium_airport,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,CA-QC,YHU,90,45.5175,-73.4169
CYHY,medium_airport,Hay River / Merlyn Carter Airport,Hay River,CA,CA-NT,YHY,541,60.8397,-115.7830
CYHZ,large_airport,Halifax / Stanfield International Airport,Halifax,CA,CA-NS,YHZ,477,44.8808,-63.5086
CYIB,medium_airport,Atikokan Municipal Airport,Atikokan,CA,CA-ON,YIB,1408,48.7739,-91.6386
CYID,medium_airport,Digby / Annapolis Regional Airport,Digby,CA,CA-NS,YDG,499,44.5458,-65.7854
CYIF,medium_airport,St Augustin Airport,St-Augustin,CA,CA-QC,YIF,20,51.2117,-58.6583
CYIK,small_airport,Ivujivik Airport,Ivujivik,CA,CA-QC,YIK,126,62.4173,-77.9253
CYIO,small_airport,Pond Inlet Airport,Pond Inlet,CA,CA-NU,YIO,181,72.6895,-77.9689
CYIV,medium_airport,Island Lake Airport,Island Lake,CA,CA-MB,YIV,770,53.8572,-94.6536
CYJA,small_airport,Jasper Airport,Jasper,CA,CA-AB,YJA,3350,52.9964,-118.0602
CYJF,medium_airport,Fort Liard Airport,Fort Liard,CA,CA-NT,YJF,708,60.2358,-123.4690
CYJM,small_airport,Fort St James Airport,Fort St. James,CA,CA-BC,,2364,54.3972,-124.2630
CYJN,medium_airport,St Jean Airport,St Jean,CA,CA-QC,YJN,136,45.2944,-73.2811
CYJP,small_airport,Fort Providence Airport,Fort Providence,CA,CA-NT,,524,61.3194,-117.6060
CYJQ,small_airport,Denny Island Airport,Denny Island,CA,CA-BC,,162,52.1365,-128.0562
CYJT,medium_airport,Dymond Airport,Stephenville,CA,CA-NL,YJT,84,48.5442,-58.5500
CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA,CA-BC,YKA,1133,50.7030,-120.4486
CYKC,small_airport,Collins Bay Airport,Collins Bay,CA,CA-SK,YKC,1341,58.2361,-103.6780
CYKD,small_airport,Aklavik/Freddie Carmichael Airport,Aklavik,CA,CA-NT,LAK,23,68.2233,-135.0060
CYKF,medium_airport,Region of Waterloo International Airport,Breslau,CA,CA-ON,YKF,1054,43.4608,-80.3786
CYKG,small_airport,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA,CA-QC,YWB,501,61.5886,-71.9294
CYKJ,medium_airport,Key Lake Airport,Key Lake,CA,CA-SK,YKJ,1679,57.2561,-105.6180
CYKL,medium_airport,Schefferville Airport,Schefferville,CA,CA-QC,YKL,1709,54.8053,-66.8053
CYKM,medium_airport,Kincardine Municipal Airport,Kincardine,CA,CA-ON,YKD,772,44.2014,-81.6067
CYKO,small_airport,Akulivik Airport,Akulivik,CA,CA-QC,AKV,75,60.8186,-78.1486
CYKP,small_airport,Ogoki Post Airport,Ogoki Post,CA,CA-ON,YOG,594,51.6586,-85.9017
CYKQ,small_airport,Waskaganish Airport,Waskaganish,CA,CA-QC,YKQ,80,51.4733,-78.7583
CYKT,small_airport,Tranquille Valley Airfield,Tranquille,CA,CA-BC,,,50.8595,-120.6711
CYKX,medium_airport,Kirkland Lake Airport,Kirkland Lake,CA,CA-ON,YKX,1157,48.2103,-79.9814
CYKY,medium_airport,Kindersley Airport,Kindersley,CA,CA-SK,YKY,2277,51.5175,-109.1810
CYLA,small_airport,Aupaluk Airport,Aupaluk,CA,CA-QC,YPJ,119,59.2967,-69.5997
CYLB,small_airport,Lac La Biche Airport,Lac La Biche,CA,CA-AB,YLB,1884,54.7703,-112.0320
CYLC,small_airport,Kimmirut Airport,Kimmirut,CA,CA-NU,YLC,175,62.8483,-69.8779
CYLD,medium_airport,Chapleau Airport,Chapleau,CA,CA-ON,YLD,1470,47.8200,-83.3467
CYLH,small_airport,Lansdowne House Airport,Lansdowne House,CA,CA-ON,YLH,834,52.1956,-87.9342
CYLI,small_airport,Lillooet Airport,Lillooet,CA,CA-BC,,1320,50.6747,-121.8940
CYLJ,medium_airport,Meadow Lake Airport,Meadow Lake,CA,CA-SK,YLJ,1576,54.1253,-108.5230
CYLK,small_airport,Lutselk'e Airport,Lutselk'e,CA,CA-NT,YSG,596,62.4178,-110.6828
CYLL,medium_airport,Lloydminster Airport,Lloydminster,CA,CA-AB,YLL,2193,53.3092,-110.0730
CYLQ,small_airport,La Tuque Airport,La Tuque,CA,CA-QC,YLQ,548,47.4097,-72.7889
CYLR,medium_airport,Leaf Rapids Airport,Leaf Rapids,CA,CA-MB,YLR,959,56.5133,-99.9853
CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,Barrie,CA,CA-ON,YLK,972,44.4851,-79.5547
CYLT,medium_airport,Alert Airport,Alert,CA,CA-NU,YLT,100,82.5178,-62.2806
CYLU,small_airport,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,CA-QC,XGR,215,58.7114,-65.9928
CYLW,medium_airport,Kelowna International Airport,Kelowna,CA,CA-BC,YLW,1421,49.9561,-119.3780
CYMA,medium_airport,Mayo Airport,Mayo,CA,CA-YT,YMA,1653,63.6164,-135.8680
CYME,medium_airport,Matane Airport,Matane,CA,CA-QC,YME,102,48.8569,-67.4533
CYMG,medium_airport,Manitouwadge Airport,Manitouwadge,CA,CA-ON,YMG,1198,49.0839,-85.8606
CYMH,small_airport,Mary's Harbour Airport,Mary's Harbour,CA,CA-NL,YMH,38,52.3028,-55.8474
CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA,CA-SK,YMJ,1892,50.3303,-105.5590
CYML,medium_airport,Charlevoix Airport,Charlevoix,CA,CA-QC,YML,977,47.5975,-70.2239
CYMM,medium_airport,Fort McMurray Airport,Fort McMurray,CA,CA-AB,YMM,1211,56.6533,-111.2220
CYMO,medium_airport,Moosonee Airport,Moosonee,CA,CA-ON,YMO,30,51.2911,-80.6078
CYMT,medium_airport,Chapais Airport,Chibougamau,CA,CA-QC,YMT,1270,49.7719,-74.5281
CYMU,small_airport,Umiujaq Airport,Umiujaq,CA,CA-QC,YUD,250,56.5361,-76.5183
CYMW,small_airport,Maniwaki Airport,Messines,CA,CA-QC,YMW,656,46.2728,-75.9906
CYMX,medium_airport,Montreal International (Mirabel) Airport,Montréal,CA,CA-QC,YMX,270,45.6795,-74.0387
CYMY,small_airport,Ear Falls Airport,Ear Falls,CA,CA-ON,,1269,50.7172,-93.3845
CYNA,medium_airport,Natashquan Airport,Natashquan,CA,CA-QC,YNA,39,50.1901,-61.7890
CYNC,small_airport,Wemindji Airport,Wemindji,CA,CA-QC,YNC,66,53.0106,-78.8311
CYND,medium_airport,Ottawa / Gatineau Airport,Gatineau,CA,CA-QC,YND,211,45.5217,-75.5636
CYNE,small_airport,Norway House Airport,Norway House,CA,CA-MB,YNE,734,53.9583,-97.8442
CYNH,small_airport,Hudson's Hope Airport,Hudson's Hope,CA,CA-BC,YNH,2220,56.0351,-121.9783
CYNJ,medium_airport,Langley Airport,Langley,CA,CA-BC,YLY,34,49.1008,-122.6310
CYNL,medium_airport,Points North Landing Airport,Points North Landing,CA,CA-SK,YNL,1605,58.2767,-104.0820
CYNM,medium_airport,Matagami Airport,Matagami,CA,CA-QC,YNM,918,49.7617,-77.8028
CYNN,medium_airport,Nejanilini Lake Airport,Nejanilini Lake,CA,CA-MB,,1000,59.4875,-97.7803
CYNR,small_airport,Fort Mackay / Horizon Airport,Fort Mackay,CA,CA-AB,HZP,916,57.3817,-111.7010
CYOA,medium_airport,Ekati Airport,Ekati,CA,CA-NT,YOA,1536,64.6989,-110.6150
CYOC,small_airport,Old Crow Airport,Old Crow,CA,CA-YT,YOC,824,67.5706,-139.8390
CYOD,medium_airport,CFB Cold Lake,Cold Lake,CA,CA-AB,YOD,1775,54.4050,-110.2790
CYOH,small_airport,Oxford House Airport,Oxford House,CA,CA-MB,YOH,663,54.9333,-95.2789
CYOJ,medium_airport,High Level Airport,High Level,CA,CA-AB,YOJ,1110,58.6214,-117.1650
CYOO,medium_airport,Oshawa Executive Airport,Oshawa,CA,CA-ON,YOO,460,43.9228,-78.8950
CYOP,medium_airport,Rainbow Lake Airport,Rainbow Lake,CA,CA-AB,YOP,1759,58.4914,-119.4080
CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA,CA-ON,YOS,1007,44.5903,-80.8375
CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,CA-ON,YOW,374,45.3225,-75.6692
CYOY,heliport,C J.H.L.(Joe) Lecomte) Heliport,Valcartier,CA,CA-QC,,550,46.9029,-71.5037
CYPA,medium_airport,Prince Albert Glass Field,Prince Albert,CA,CA-SK,YPA,1405,53.2142,-105.6730
CYPC,small_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,CA-NT,YPC,15,69.3608,-124.0755
CYPD,medium_airport,Port Hawkesbury Airport,Port Hawkesbury,CA,CA-NS,YPS,377,45.6567,-61.3681
CYPE,medium_airport,Peace River Airport,Peace River,CA,CA-AB,YPE,1873,56.2269,-117.4470
CYPG,medium_airport,Portage-la-Prairie / Southport Airport,Portage la Prairie,CA,CA-MB,YPG,885,49.9031,-98.2738
CYPH,small_airport,Inukjuak Airport,Inukjuak,CA,CA-QC,YPH,83,58.4719,-78.0769
CYPK,medium_airport,Pitt Meadows Airport,Pitt Meadows,CA,CA-BC,,11,49.2161,-122.7100
CYPL,medium_airport,Pickle Lake Airport,Pickle Lake,CA,CA-ON,YPL,1267,51.4464,-90.2142
CYPM,small_airport,Pikangikum Airport,Pikangikum,CA,CA-ON,YPM,1114,51.8197,-93.9733
CYPN,medium_airport,Port-Menier Airport,Port-Menier,CA,CA-QC,YPN,167,49.8364,-64.2886
CYPO,small_airport,Peawanuck Airport,Peawanuck,CA,CA-ON,YPO,173,54.9879,-85.4426
CYPP,small_airport,Parent Airport,Parent,CA,CA-QC,,1400,47.9319,-74.6081
CYPQ,medium_airport,Peterborough Municipal Airport,Peterborough,CA,CA-ON,YPQ,628,44.2300,-78.3633
CYPR,medium_airport,Prince Rupert Airport,Prince Rupert,CA,CA-BC,YPR,116,54.2861,-130.4450
CYPS,small_airport,Pemberton Regional Airport,Pemberton,CA,CA-BC,,670,50.3025,-122.7380
CYPT,small_airport,Pelee Island Airport,Pelee Island,CA,CA-ON,,572,41.7780,-82.6742
CYPU,small_airport,Puntzi Mountain Airport,Puntzi Mountain,CA,CA-BC,,2985,52.1128,-124.1450
CYPW,medium_airport,Powell River Airport,Powell River,CA,CA-BC,YPW,425,49.8342,-124.5000
CYPX,medium_airport,Puvirnituq Airport,Puvirnituq,CA,CA-QC,YPX,74,60.0506,-77.2869
CYPY,medium_airport,Fort Chipewyan Airport,Fort Chipewyan,CA,CA-AB,YPY,761,58.7672,-111.1170
CYPZ,medium_airport,Burns Lake Airport,Burns Lake,CA,CA-BC,YPZ,2343,54.3764,-125.9510
CYQA,medium_airport,Muskoka Airport,Gravenhurst,CA,CA-ON,YQA,925,44.9754,-79.3065
CYQB,large_airport,Quebec Jean Lesage International Airport,Quebec,CA,CA-QC,YQB,244,46.7911,-71.3933
CYQD,medium_airport,The Pas Airport,The Pas,CA,CA-MB,YQD,887,53.9714,-101.0910
CYQF,medium_airport,Red Deer Regional Airport,Springbrook,CA,CA-AB,YQF,2968,52.1822,-113.8940
CYQG,medium_airport,Windsor Airport,Windsor,CA,CA-ON,YQG,622,42.2756,-82.9556
CYQH,medium_airport,Watson Lake Airport,Watson Lake,CA,CA-YT,YQH,2255,60.1168,-128.8220
CYQI,medium_airport,Yarmouth Airport,Yarmouth,CA,CA-NS,YQI,141,43.8269,-66.0881
CYQK,medium_airport,Kenora Airport,Kenora,CA,CA-ON,YQK,1332,49.7883,-94.3631
CYQL,medium_airport,Lethbridge County Airport,Lethbridge,CA,CA-AB,YQL,3048,49.6303,-112.8000
CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA,CA-NB,YQM,232,46.1122,-64.6786
CYQN,medium_airport,Nakina Airport,Nakina,CA,CA-ON,YQN,1057,50.1828,-86.6964
CYQQ,medium_airport,Comox Valley Airport / CFB Comox,Comox,CA,CA-BC,YQQ,84,49.7108,-124.8870
CYQR,medium_airport,Regina International Airport,Regina,CA,CA-SK,YQR,1894,50.4319,-104.6660
CYQS,medium_airport,St Thomas Municipal Airport,St Thomas,CA,CA-ON,YQS,778,42.7700,-81.1108
CYQT,medium_airport,Thunder Bay Airport,Thunder Bay,CA,CA-ON,YQT,653,48.3719,-89.3239
CYQU,medium_airport,Grande Prairie Airport,Grande Prairie,CA,CA-AB,YQU,2195,55.1797,-118.8850
CYQV,medium_airport,Yorkton Municipal Airport,Yorkton,CA,CA-SK,YQV,1635,51.2647,-102.4620
CYQW,medium_airport,North Battleford Airport,North Battleford,CA,CA-SK,YQW,1799,52.7694,-108.2437
CYQX,medium_airport,Gander International Airport / CFB Gander,Gander,CA,CA-NL,YQX,496,48.9363,-54.5677
CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,CA-NS,YQY,203,46.1614,-60.0478
CYQZ,medium_airport,Quesnel Airport,Quesnel,CA,CA-BC,YQZ,1789,53.0261,-122.5100
CYRA,small_airport,Rae Lakes Airport,Gamètì,CA,CA-NT,YRA,723,64.1161,-117.3100
CYRB,medium_airport,Resolute Bay Airport,Resolute Bay,CA,CA-NU,YRB,215,74.7169,-94.9694
CYRC,small_airport,Chicoutimi/Saint-Honoré Aerodrome,Saint-Honoré,CA,CA-QC,,543,48.5210,-71.0526
CYRI,medium_airport,Rivière-du-Loup Airport,Rivière-du-Loup,CA,CA-QC,YRI,427,47.7644,-69.5847
CYRJ,medium_airport,Roberval Airport,Roberval,CA,CA-QC,YRJ,586,48.5197,-72.2657
CYRL,medium_airport,Red Lake Airport,Red Lake,CA,CA-ON,YRL,1265,51.0669,-93.7931
CYRM,small_airport,Rocky Mountain House Airport,Rocky Mountain House,CA,CA-AB,YRM,3244,52.4297,-114.9040
CYRO,medium_airport,Ottawa / Rockcliffe Airport,Ottawa,CA,CA-ON,YRO,188,45.4603,-75.6461
CYRP,medium_airport,Ottawa / Carp Airport,Ottawa,CA,CA-ON,,382,45.3192,-76.0222
CYRQ,medium_airport,Trois-Rivières Airport,Trois-Rivières,CA,CA-QC,YRQ,199,46.3528,-72.6794
CYRS,small_airport,Red Sucker Lake Airport,Red Sucker Lake,CA,CA-MB,YRS,729,54.1672,-93.5572
CYRT,medium_airport,Rankin Inlet Airport,Rankin Inlet,CA,CA-NU,YRT,94,62.8114,-92.1158
CYRV,medium_airport,Revelstoke Airport,Revelstoke,CA,CA-BC,YRV,1459,50.9622,-118.1843
CYSA,small_airport,Stratford Municipal Airport,Stratford,CA,CA-ON,,1215,43.4156,-80.9344
CYSB,medium_airport,Sudbury Airport,Sudbury,CA,CA-ON,YSB,1141,46.6250,-80.7989
CYSC,medium_airport,Sherbrooke Airport,Sherbrooke,CA,CA-QC,YSC,792,45.4386,-71.6914
CYSD,heliport,Canadian Forces Base Suffield Heliport,Ralston,CA,CA-AB,YSD,2525,50.2764,-111.1802
CYSE,small_airport,Squamish Airport,Squamish,CA,CA-BC,YSE,171,49.7817,-123.1620
CYSF,medium_airport,Stony Rapids Airport,Stony Rapids,CA,CA-SK,YSF,805,59.2503,-105.8410
CYSG,medium_airport,Saint-Georges Airport,Saint-Georges,CA,CA-QC,,893,46.0964,-70.7147
CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,CA-ON,YSH,416,44.9458,-75.9406
CYSJ,medium_airport,Saint John Airport,Saint John,CA,CA-NB,YSJ,357,45.3161,-65.8903
CYSK,small_airport,Sanikiluaq Airport,Sanikiluaq,CA,CA-NU,YSK,104,56.5369,-79.2502
CYSL,medium_airport,Saint-Léonard Airport,Saint-Léonard,CA,CA-NB,YSL,793,47.1571,-67.8362
CYSM,medium_airport,Fort Smith Airport,Fort Smith,CA,CA-NT,YSM,671,60.0203,-111.9620
CYSN,medium_airport,Niagara District Airport,Niagara-on-the-Lake,CA,CA-ON,YCM,321,43.1916,-79.1717
CYSP,medium_airport,Marathon Airport,Marathon,CA,CA-ON,YSP,1035,48.7553,-86.3444
CYSQ,small_airport,Atlin Airport,Atlin,CA,CA-BC,,2348,59.5783,-133.6689
CYST,small_airport,St. Theresa Point Airport,St. Theresa Point,CA,CA-MB,YST,773,53.8453,-94.8520
CYSU,medium_airport,Summerside Airport,Slemon Park,CA,CA-PE,YSU,56,46.4406,-63.8336
CYSW,small_airport,Sparwood Elk Valley Airport,Sparwood,CA,CA-BC,,3800,49.8343,-114.8787
CYSY,small_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,CA-NT,YSY,282,71.9939,-125.2430
CYSZ,small_airport,Sainte-Anne-des-Monts Aerodrome,Sainte-Anne-des-Monts,CA,CA-QC,,71,49.1203,-66.5292
CYTA,medium_airport,Pembroke Airport,Pembroke,CA,CA-ON,YTA,529,45.8644,-77.2517
CYTE,small_airport,Cape Dorset Airport,Kinngait,CA,CA-NU,YTE,164,64.2300,-76.5267
CYTF,medium_airport,Alma Airport,Alma,CA,CA-QC,YTF,445,48.5089,-71.6419
CYTH,medium_airport,Thompson Airport,Thompson,CA,CA-MB,YTH,729,55.8011,-97.8642
CYTL,small_airport,Big Trout Lake Airport,Big Trout Lake,CA,CA-ON,YTL,729,53.8178,-89.8969
CYTN,small_airport,Trenton Airport,Trenton,CA,CA-NS,,319,45.6119,-62.6211
CYTQ,small_airport,Tasiujaq Airport,Tasiujaq,CA,CA-QC,YTQ,122,58.6678,-69.9558
CYTR,medium_airport,CFB Trenton,Trenton,CA,CA-ON,YTR,283,44.1189,-77.5281
CYTS,medium_airport,Timmins/Victor M. Power,Timmins,CA,CA-ON,YTS,967,48.5697,-81.3767
CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,Toronto,CA,CA-ON,YTZ,252,43.6275,-79.3962
CYUB,small_airport,Tuktoyaktuk / James Gruben Airport,Tuktoyaktuk,CA,CA-NT,YUB,15,69.4333,-133.0260
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,CA-QC,YUL,118,45.4678,-73.7423
CYUT,small_airport,Naujaat Airport,Repulse Bay,CA,CA-NU,YUT,80,66.5210,-86.2252
CYUX,medium_airport,Hall Beach Airport,Sanirajak,CA,CA-NU,YUX,30,68.7761,-81.2425
CYUY,medium_airport,Rouyn Noranda Airport,Rouyn-Noranda,CA,CA-QC,YUY,988,48.2061,-78.8356
CYVB,medium_airport,Bonaventure Airport,Bonaventure,CA,CA-QC,YVB,123,48.0711,-65.4603
CYVC,medium_airport,La Ronge Airport,La Ronge,CA,CA-SK,YVC,1242,55.1514,-105.2620
CYVD,medium_airport,Virden / RJ (Bob) Andrew Field Regional Aerodrome,Virden,CA,CA-MB,,1454,49.8783,-100.9180
CYVG,small_airport,Vermilion Airport,Vermilion,CA,CA-AB,YVG,2025,53.3577,-110.8274
